stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location
2691,2691,Regent at Spooner,This stop (#2691) is eastbound on the 1799 block of Regent after Spooner,43.067725,-89.416364,MMT,CMAD,0,,1,90,1,Regent,1799,Spooner
2693,2693,Regent at S Owen,This stop (#2693) is eastbound on the 4301 block of Regent before S Owen,43.067956,-89.447619,MMT,CMAD,0,,3,90,1,Regent,4301,S Owen
2700,2700,Regent at N Prospect,This stop (#2700) is westbound on the 1998 block of Regent before N Prospect,43.067994,-89.42103,MMT,CMAD,0,,3,270,1,Regent,1998,N Prospect
2702,2702,Regent at Vista,This stop (#2702) is westbound on the 2300 block of Regent before Vista,43.068056,-89.426437,MMT,CMAD,0,,3,270,1,Regent,2300,Vista
2709,2709,S Midvale at Midvale School,This stop (#2709) is northbound on the 499 block of S Midvale adjacent Midvale School,43.057561,-89.450848,MMT,CMAD,0,,2,0,1,S Midvale,499,Midvale School
2711,2711,S Segoe at Mineral Point,This stop (#2711) is northbound on the 399 block of S Segoe after Mineral Point,43.06114,-89.457293,MMT,CMAD,0,,1,0,1,S Segoe,399,Mineral Point
2712,2712,University at Shorewood,This stop (#2712) is westbound on the 3300 block of University after Shorewood,43.075414,-89.444115,MMT,VSHO,0,,1,270,1,University,3300,Shorewood
2717,2717,University at Forest,This stop (#2717) is eastbound on the 2099 block of University after Forest,43.072703,-89.421178,MMT,CMAD,0,,1,90,1,University,2099,Forest
2718,2718,Old Middleton at N Rosa,This stop (#2718) is westbound on the 5598 block of Old Middleton before N Rosa,43.074921,-89.477595,MMT,CMAD,0,,3,270,1,Old Middleton,5598,N Rosa
2725,2725,Bluff at Crosswalk,This stop (#2725) is eastbound on the 3201 block of Bluff adjacent Crosswalk,43.070329,-89.441558,MMT,CMAD,0,,2,90,1,Bluff,3201,Crosswalk
2734,2734,Mineral Point at S Owen,This stop (#2734) is westbound on the 4298 block of Mineral Point before S Owen,43.060847,-89.447233,MMT,CMAD,0,,3,270,1,Mineral Point,4298,S Owen
2737,2737,Mineral Point at Toepfer,This stop (#2737) is eastbound on the 3999 block of Mineral Point after Toepfer,43.060642,-89.441494,MMT,CMAD,0,,1,90,1,Mineral Point,3999,Toepfer
2742,2742,Bluff at Ridge,This stop (#2742) is westbound on the 2900 block of Bluff after Ridge,43.071377,-89.439275,MMT,CMAD,0,,1,270,1,Bluff,2900,Ridge
2753,2753,Monroe at Chapman,This stop (#2753) is eastbound on the 3099 block of Monroe after Chapman,43.055128,-89.431743,MMT,CMAD,0,,1,90,1,Monroe,3099,Chapman
2762,2762,Regent at N Owen,This stop (#2762) is westbound on the 4298 block of Regent before N Owen,43.068171,-89.447236,MMT,CMAD,0,,3,270,1,Regent,4298,N Owen
2770,2770,Highland at Waisman,This stop (#2770) is southbound on the 1500 block of Highland adjacent Waisman,43.078226,-89.433511,MMT,UWIS,0,,2,180,1,Highland,1500,Waisman
2773,2773,Regent at Vista,This stop (#2773) is eastbound on the 2299 block of Regent after Vista,43.067824,-89.426054,MMT,CMAD,0,,1,90,1,Regent,2299,Vista
2775,2775,Bluff at N Blackhawk,This stop (#2775) is eastbound on the 3499 block of Bluff after N Blackhawk,43.069379,-89.445953,MMT,CMAD,0,,1,90,1,Bluff,3499,N Blackhawk
2778,2778,Odana at S Whitney,This stop (#2778) is westbound on the 5500 block of Odana after S Whitney,43.050105,-89.474009,MMT,CMAD,0,,1,270,1,Odana,5500,S Whitney
2787,2787,Old Middleton at N Whitney,This stop (#2787) is eastbound on the 5101 block of Old Middleton before N Whitney,43.073886,-89.468088,MMT,CMAD,0,,3,90,1,Old Middleton,5101,N Whitney
2790,2790,University at N Whitney,This stop (#2790) is westbound on the 5100 block of University after N Whitney,43.076572,-89.467794,MMT,CMAD,0,,1,270,1,University,5100,N Whitney
2793,2793,Mineral Point at S Rosa,This stop (#2793) is eastbound on the 5699 block of Mineral Point after S Rosa,43.060677,-89.477991,MMT,CMAD,0,,1,90,1,Mineral Point,5699,S Rosa
2798,2798,S Whitney at Regent,This stop (#2798) is southbound on the 2 block of S Whitney after Regent,43.067735,-89.468665,MMT,CMAD,0,,1,180,1,S Whitney,2,Regent
2806,2806,University at Princeton,This stop (#2806) is westbound on the 1900 block of University after Princeton,43.073321,-89.418215,MMT,CMAD,0,,1,270,1,University,1900,Princeton
2820,2820,University at University Bay,This stop (#2820) is westbound on the 2698 block of University before University Bay,43.073607,-89.433498,MMT,VSHO,0,,3,270,1,University,2698,University Bay
2822,2822,Highland at V A Hospital,This stop (#2822) is southbound on the 700 block of Highland adjacent V A Hospital,43.074458,-89.428968,MMT,UWIS,0,,2,180,1,Highland,700,V A Hospital
2829,2829,Mineral Point at Racine,This stop (#2829) is eastbound on the 5005 block of Mineral Point after Racine,43.060807,-89.465118,MMT,CMAD,0,,1,90,1,Mineral Point,5005,Racine
2836,2836,Monroe at Chapman,This stop (#2836) is westbound on the 3100 block of Monroe after Chapman,43.05494,-89.432471,MMT,CMAD,0,,1,270,1,Monroe,3100,Chapman
2844,2844,Highland at University,This stop (#2844) is southbound on the 400 block of Highland after University,43.071563,-89.428711,MMT,CMAD,0,,1,180,1,Highland,400,University
2846,2846,N Segoe at University,This stop (#2846) is southbound on the 798 block of N Segoe after University,43.074973,-89.457164,MMT,CMAD,0,,1,180,1,N Segoe,798,University
2850,2850,Regent at Spooner,This stop (#2850) is westbound on the 1800 block of Regent after Spooner,43.067958,-89.417191,MMT,CMAD,0,,1,270,1,Regent,1800,Spooner
2856,2856,Monroe at Commonwealth,This stop (#2856) is westbound on the 2500 block of Monroe after Commonwealth,43.058173,-89.427621,MMT,CMAD,0,,1,270,1,Monroe,2500,Commonwealth
2867,2867,University at Flambeau,This stop (#2867) is northbound on the 5200 block of University after Flambeau,43.078245,-89.470276,MMT,CMAD,0,,1,0,1,University,5200,Flambeau
2881,2881,University Bay at Picnic Point,This stop (#2881) is eastbound on the 1448 block of University Bay opposite Picnic Point,43.084225,-89.429092,MMT,UWIS,0,,4,90,1,University Bay,1448,Picnic Point
2883,2883,Monroe at Knickerbocker,This stop (#2883) is eastbound on the 2701 block of Monroe before Knickerbocker,43.057053,-89.428855,MMT,CMAD,0,,3,90,1,Monroe,2701,Knickerbocker
2885,2885,Monroe at Van Buren,This stop (#2885) is eastbound on the 1999 block of Monroe after Van Buren,43.063983,-89.418327,MMT,CMAD,0,,1,90,1,Monroe,1999,Van Buren
2890,2890,Mineral Point at Westmorland,This stop (#2890) is westbound on the 4098 block of Mineral Point before Westmorland,43.060848,-89.443506,MMT,CMAD,0,,3,270,1,Mineral Point,4098,Westmorland
2892,2892,University at Norman,This stop (#2892) is southbound on the 5499 block of University after Norman,43.0822,-89.475316,MMT,CMAD,0,,1,180,1,University,5499,Norman
2899,2899,Regent at S Allen,This stop (#2899) is eastbound on the 2199 block of Regent after S Allen,43.067806,-89.423388,MMT,CMAD,0,,1,90,1,Regent,2199,S Allen
2901,2901,S Segoe at Waukesha,This stop (#2901) is northbound on the 101 block of S Segoe before Waukesha,43.06731,-89.454284,MMT,CMAD,0,,3,0,1,S Segoe,101,Waukesha
2910,2910,Odana at Huron,This stop (#2910) is westbound on the 3698 block of Odana after Huron,43.051493,-89.439394,MMT,CMAD,0,,1,270,1,Odana,3698,Huron
2916,2916,Highland at Observatory,This stop (#2916) is southbound on the 898 block of Highland after Observatory,43.076794,-89.42919,MMT,UWIS,0,,1,180,1,Highland,898,Observatory
2921,2921,University at Princeton,This stop (#2921) is eastbound on the 1899 block of University after Princeton,43.073222,-89.417438,MMT,CMAD,0,,1,90,1,University,1899,Princeton
2923,2923,University at N Segoe,This stop (#2923) is eastbound on the 4699 block of University after N Segoe,43.075152,-89.45625,MMT,CMAD,0,,1,90,1,University,4699,N Segoe
2925,2925,S Whitney at Science,This stop (#2925) is northbound on the 519 block of S Whitney after Science,43.056418,-89.472755,MMT,CMAD,0,,1,0,1,S Whitney,519,Science
2938,2938,University Bay at Picnic Point,This stop (#2938) is westbound on the 1449 block of University Bay adjacent Picnic Point,43.084145,-89.428759,MMT,UWIS,0,,2,270,1,University Bay,1449,Picnic Point
2939,2939,Tokay at U W Health,This stop (#2939) is eastbound on the 5399 block of Tokay opposite U W Health,43.053473,-89.470482,MMT,CMAD,0,,4,90,1,Tokay,5399,U W Health
2945,2945,University at Ridge,This stop (#2945) is eastbound on the 2899 block of University after Ridge,43.074573,-89.438473,MMT,CMAD,0,,1,90,1,University,2899,Ridge
2949,2949,Regent at S Prospect,This stop (#2949) is eastbound on the 1999 block of Regent after S Prospect,43.067779,-89.420845,MMT,CMAD,0,,1,90,1,Regent,1999,S Prospect
2951,2951,Highland at Regent,This stop (#2951) is northbound on the 1 block of Highland after Regent,43.068361,-89.428486,MMT,CMAD,0,,1,0,1,Highland,1,Regent
2959,2959,University Bay at Highland,This stop (#2959) is northbound on the 901 block of University Bay before Highland,43.075773,-89.43393,MMT,UWIS,0,,3,0,1,University Bay,901,Highland
2965,2965,Kendall at N Franklin,This stop (#2965) is eastbound on the 2801 block of Kendall before N Franklin,43.071368,-89.436436,MMT,CMAD,0,,3,90,1,Kendall,2801,N Franklin
2972,2972,Tokay at S Midvale,This stop (#2972) is westbound on the 4400 block of Tokay after S Midvale,43.053747,-89.451649,MMT,CMAD,0,,1,270,1,Tokay,4400,S Midvale
2978,2978,Observatory at Elm,This stop (#2978) is westbound on the 1800 block of Observatory after Elm,43.076561,-89.416289,MMT,UWIS,0,,1,270,1,Observatory,1800,Elm
2980,2980,Mineral Point at Berwyn,This stop (#2980) is westbound on the 4900 block of Mineral Point before Berwyn,43.061005,-89.46102,MMT,CMAD,0,,3,270,0,Mineral Point,4900,Berwyn
2984,2984,S Whitney at Science,This stop (#2984) is southbound on the 520 block of S Whitney after Science,43.056023,-89.473507,MMT,CMAD,0,,1,180,1,S Whitney,520,Science
2996,2996,Observatory at Babcock,This stop (#2996) is westbound on the 1600 block of Observatory after Babcock,43.076534,-89.413067,MMT,UWIS,0,,1,270,1,Observatory,1600,Babcock
2998,2998,Kendall at N Franklin,This stop (#2998) is westbound on the 2800 block of Kendall after N Franklin,43.071583,-89.436621,MMT,CMAD,0,,1,270,1,Kendall,2800,N Franklin
3142,3142,Lacy at Brassica,This stop (#3142) is westbound on the 4898 block of Lacy before Brassica,43.011432,-89.373868,MMT,CFIT,0,,3,270,1,Lacy,4898,Brassica
3150,3150,E Broadway at Park And Ride,This stop (#3150) is westbound on the 4600 block of E Broadway opposite Park And Ride,43.048092,-89.304921,MMT,CMAD,0,,4,270,0,E Broadway,4600,Park And Ride
3153,3153,Owl Creek at Voges,This stop (#3153) is northbound on the 4001 block of Owl Creek before Voges,43.040575,-89.28935,MMT,CMAD,0,,3,0,0,Owl Creek,4001,Voges
3155,3155,Rimrock at Anderberg,This stop (#3155) is northbound on the 3099 block of Rimrock after Anderberg,43.028417,-89.382306,MMT,CFIT,0,,1,0,0,Rimrock,3099,Anderberg
3163,3163,South Towne at Industrial,This stop (#3163) is northbound on the 5601 block of South Towne before Industrial,43.040035,-89.354352,MMT,CMON,0,,3,0,1,South Towne,5601,Industrial
3207,3207,Pheasant Ridge at E Badger,This stop (#3207) is northbound on the 2501 block of Pheasant Ridge before E Badger,43.037147,-89.384534,MMT,CFIT,0,,3,0,1,Pheasant Ridge,2501,E Badger
3222,3222,Rimrock at Maloney,This stop (#3222) is northbound on the 2999 block of Rimrock after Maloney,43.031309,-89.381281,MMT,CFIT,0,,1,0,1,Rimrock,2999,Maloney
3226,3226,Rimrock at E Badger,This stop (#3226) is southbound on the 2400 block of Rimrock after E Badger,43.038058,-89.37929,MMT,CFIT,0,,1,180,1,Rimrock,2400,E Badger
3231,3231,Rimrock at Kent,This stop (#3231) is northbound on the 2899 block of Rimrock after Kent,43.033681,-89.380329,MMT,CMAD,0,,1,0,1,Rimrock,2899,Kent
3237,3237,Novation at Ski,This stop (#3237) is eastbound on the 2799 block of Novation after Ski,43.031543,-89.385389,MMT,CFIT,0,,1,90,1,Novation,2799,Ski
3243,3243,Marsh at Kipp,This stop (#3243) is northbound on the 3901 block of Marsh before Kipp,43.043097,-89.286618,MMT,CMAD,0,,3,0,0,Marsh,3901,Kipp
3252,3252,Moorland at Fell,This stop (#3252) is westbound on the 900 block of Moorland before Fell,43.035011,-89.370828,MMT,CMAD,0,,3,270,1,Moorland,900,Fell
3259,3259,Moorland at Rimrock,This stop (#3259) is eastbound on the 401 block of Moorland after Rimrock,43.035516,-89.379427,MMT,CMAD,0,,1,90,1,Moorland,401,Rimrock
3300,3300,W Broadway at Bridge,This stop (#3300) is westbound on the 1500 block of W Broadway after Bridge,43.047251,-89.340067,MMT,CMAD,0,,1,270,1,W Broadway,1500,Bridge
3301,3301,W Broadway at Bridge,This stop (#3301) is eastbound on the 1501 block of W Broadway before Bridge,43.046911,-89.340722,MMT,CMON,0,,3,90,1,W Broadway,1501,Bridge
3305,3305,Meinders at Crested Owl,This stop (#3305) is eastbound on the 5009 block of Meinders before Crested Owl,43.035425,-89.296109,MMT,CMAD,0,,3,90,1,Meinders,5009,Crested Owl
3368,3368,W Broadway at Hoboken,This stop (#3368) is westbound on the 2000 block of W Broadway after Hoboken,43.047354,-89.347792,MMT,CMAD,0,,1,270,1,W Broadway,2000,Hoboken
3371,3371,Ski at Novation,This stop (#3371) is northbound on the 2799 block of Ski after Novation,43.031767,-89.38587,MMT,CFIT,0,,1,0,1,Ski,2799,Novation
3393,3393,Deer Valley at Pheasant Ridge,This stop (#3393) is eastbound on the 101 block of Deer Valley before Pheasant Ridge,43.03464,-89.38519,MMT,CFIT,0,,3,90,1,Deer Valley,101,Pheasant Ridge
3429,3429,Moorland at Fell,This stop (#3429) is eastbound on the 899 block of Moorland after Fell,43.034778,-89.370693,MMT,CMAD,0,,1,90,1,Moorland,899,Fell
3432,3432,Femrite at Dairy,This stop (#3432) is westbound on the 4928 block of Femrite after Dairy,43.051639,-89.296412,MMT,CMAD,0,,1,270,1,Femrite,4928,Dairy
3448,3448,Rimrock at Anderberg,This stop (#3448) is southbound on the 3098 block of Rimrock before Anderberg,43.028238,-89.382652,MMT,CFIT,0,,3,180,0,Rimrock,3098,Anderberg
3450,3450,W Broadway at W P S,This stop (#3450) is westbound on the 1800 block of W Broadway after W P S,43.047317,-89.344991,MMT,CMAD,0,,1,270,1,W Broadway,1800,W P S
3457,3457,South Towne at Royal,This stop (#3457) is northbound on the 5501 block of South Towne before Royal,43.042308,-89.354115,MMT,CMON,0,,3,0,1,South Towne,5501,Royal
3491,3491,Marsh at Voges,This stop (#3491) is northbound on the 3999 block of Marsh after Voges,43.041029,-89.286635,MMT,CMAD,0,,1,0,0,Marsh,3999,Voges
3500,3500,E Badger at Rimrock,This stop (#3500) is westbound on the 398 block of E Badger after Rimrock,43.038416,-89.379635,MMT,CFIT,0,,1,270,0,E Badger,398,Rimrock
3513,3513,Moorland at Badger,This stop (#3513) is eastbound on the 699 block of Moorland before Badger,43.035406,-89.374603,MMT,CMAD,0,,3,90,1,Moorland,699,Badger
3517,3517,Agriculture at Tradewinds,This stop (#3517) is northbound on the 3601 block of Agriculture before Tradewinds,43.045554,-89.290241,MMT,CMAD,0,,3,0,0,Agriculture,3601,Tradewinds
3518,3518,Moorland at Manor,This stop (#3518) is westbound on the 1500 block of Moorland before Manor,43.03292,-89.358147,MMT,CMAD,0,,3,270,1,Moorland,1500,Manor
3527,3527,Rimrock at Moorland,This stop (#3527) is northbound on the 2601 block of Rimrock after Moorland,43.035927,-89.379538,MMT,CMAD,0,,1,0,1,Rimrock,2601,Moorland
3546,3546,Dutch Mill at Ellestad,This stop (#3546) is westbound on the 4700 block of Dutch Mill after Ellestad,43.049316,-89.302007,MMT,CMAD,0,,1,270,1,Dutch Mill,4700,Ellestad
3561,3561,Novation at 89 Degree,This stop (#3561) is northbound on the 2599 block of Novation after 89 Degree,43.032732,-89.382254,MMT,CFIT,0,,1,0,1,Novation,2599,89 Degree
3572,3572,Rimrock at Maloney,This stop (#3572) is southbound on the 2998 block of Rimrock before Maloney,43.031228,-89.381601,MMT,CFIT,0,,3,180,0,Rimrock,2998,Maloney
3588,3588,Moorland at Wayland,This stop (#3588) is westbound on the 1100 block of Moorland after Wayland,43.033613,-89.366314,MMT,CMAD,0,,1,270,1,Moorland,1100,Wayland
3600,3600,Pheasant Ridge at Deer Valley,This stop (#3600) is southbound on the 2698 block of Pheasant Ridge before Deer Valley,43.034891,-89.385152,MMT,CFIT,0,,3,180,1,Pheasant Ridge,2698,Deer Valley
3614,3614,Highway M M at McCoy,This stop (#3614) is southbound on the 3099 block of Highway M M after McCoy,43.023609,-89.38015,MMT,CFIT,0,,1,180,0,Highway M M,3099,McCoy
3615,3615,W Broadway at Frazier,This stop (#3615) is eastbound on the 2301 block of W Broadway after Frazier,43.046944,-89.351322,MMT,CMON,0,,1,90,1,W Broadway,2301,Frazier
3630,3630,W Broadway at Frazier,This stop (#3630) is westbound on the 2500 block of W Broadway after Frazier,43.047025,-89.352309,MMT,CMAD,0,,1,270,1,W Broadway,2500,Frazier
3646,3646,Novation at Rimrock,This stop (#3646) is westbound on the 2500 block of Novation after Rimrock,43.035856,-89.380278,MMT,CFIT,0,,1,270,1,Novation,2500,Rimrock
3732,3732,Rimrock at Moorland,This stop (#3732) is southbound on the 2500 block of Rimrock after Moorland,43.035471,-89.380155,MMT,CFIT,0,,1,180,1,Rimrock,2500,Moorland
3733,3733,W Broadway at W P S,This stop (#3733) is eastbound on the 1799 block of W Broadway after W P S,43.046949,-89.343881,MMT,CMON,0,,1,90,1,W Broadway,1799,W P S
3772,3772,South Towne at Royal,This stop (#3772) is southbound on the 5500 block of South Towne before Royal,43.042622,-89.354584,MMT,CMON,0,,3,180,1,South Towne,5500,Royal
3787,3787,Rimrock at E Badger,This stop (#3787) is northbound on the 2499 block of Rimrock after E Badger,43.038595,-89.378636,MMT,CMAD,0,,1,0,1,Rimrock,2499,E Badger
3791,3791,Highway M M at McCoy,This stop (#3791) is northbound on the 3098 block of Highway M M before McCoy,43.023815,-89.37999,MMT,CFIT,0,,3,0,0,Highway M M,3098,McCoy
3821,3821,Ski at Deer Valley,This stop (#3821) is northbound on the 2701 block of Ski before Deer Valley,43.033325,-89.388003,MMT,CFIT,0,,3,0,1,Ski,2701,Deer Valley
3827,3827,Great Gray at Owl Creek,This stop (#3827) is eastbound on the 5199 block of Great Gray before Owl Creek,43.036424,-89.291875,MMT,CMAD,0,,3,90,1,Great Gray,5199,Owl Creek
3832,3832,Moorland at Badger,This stop (#3832) is westbound on the 698 block of Moorland after Badger,43.035621,-89.374788,MMT,CMAD,0,,1,270,1,Moorland,698,Badger
3841,3841,W Broadway at Hoboken,This stop (#3841) is eastbound on the 1999 block of W Broadway after Hoboken,43.047005,-89.34704,MMT,CMON,0,,1,90,1,W Broadway,1999,Hoboken
3910,3910,Novation at 89 Degree,This stop (#3910) is southbound on the 2600 block of Novation after 89 Degree,43.032446,-89.382908,MMT,CFIT,0,,1,180,1,Novation,2600,89 Degree
3913,3913,Moorland at Wayland,This stop (#3913) is eastbound on the 1101 block of Moorland before Wayland,43.033371,-89.366314,MMT,CMAD,0,,3,90,1,Moorland,1101,Wayland
3941,3941,Moorland at Manor,This stop (#3941) is eastbound on the 1501 block of Moorland after Manor,43.032705,-89.357851,MMT,CMAD,0,,1,90,1,Moorland,1501,Manor
3946,3946,Pheasant Ridge at Quail Run,This stop (#3946) is southbound on the 2598 block of Pheasant Ridge before Quail Run,43.037379,-89.384682,MMT,CFIT,0,,3,180,1,Pheasant Ridge,2598,Quail Run
3962,3962,Deer Valley at Ski,This stop (#3962) is southbound on the 298 block of Deer Valley before Ski,43.033504,-89.388238,MMT,CFIT,0,,3,180,1,Deer Valley,298,Ski
3968,3968,Rimrock at Kent,This stop (#3968) is southbound on the 2900 block of Rimrock before Kent,43.033484,-89.38086,MMT,CFIT,0,,3,180,1,Rimrock,2900,Kent
3980,3980,South Towne at Industrial,This stop (#3980) is southbound on the 5600 block of South Towne after Industrial,43.039892,-89.354747,MMT,CMON,0,,1,180,1,South Towne,5600,Industrial
4120,4120,E Cheryl at Lacy,This stop (#4120) is westbound on the 5100 block of E Cheryl after Lacy,43.00672,-89.391581,MMT,CFIT,0,,1,270,0,E Cheryl,5100,Lacy
4129,4129,Nakoma at Waban,This stop (#4129) is eastbound on the 4199 block of Nakoma after Waban,43.041188,-89.44714,MMT,CMAD,0,,1,90,0,Nakoma,4199,Waban
4132,4132,Fitchrona at Nesbitt,This stop (#4132) is southbound on the 2801 block of Fitchrona before Nesbitt,43.007318,-89.484645,MMT,CFIT,0,,3,180,1,Fitchrona,2801,Nesbitt
4137,4137,E Cheryl at Crinkle Root,This stop (#4137) is eastbound on the 5199 block of E Cheryl after Crinkle Root,43.006722,-89.3994,MMT,CFIT,0,,1,90,0,E Cheryl,5199,Crinkle Root
4139,4139,Beltline S at Grandview,This stop (#4139) is eastbound on the 3399 block of Beltline S after Grandview,43.035057,-89.4329,MMT,CMAD,0,,1,90,1,Beltline S,3399,Grandview
4146,4146,Fish Hatchery at High Ridge,This stop (#4146) is southbound on the 3298 block of Fish Hatchery before High Ridge,43.021378,-89.417652,MMT,CFIT,0,,3,180,1,Fish Hatchery,3298,High Ridge
4147,4147,Anton at Williamsburg,This stop (#4147) is northbound on the 5101 block of Anton before Williamsburg,43.024288,-89.470486,MMT,CFIT,0,,3,0,1,Anton,5101,Williamsburg
4160,4160,E Verona at Maple Grove,This stop (#4160) is westbound on the 998 block of E Verona after Maple Grove,42.994627,-89.512341,MMT,CVER,0,,1,270,1,E Verona,998,Maple Grove
4175,4175,Fish Hatchery at Ochalla,This stop (#4175) is northbound on the 2899 block of Fish Hatchery after Ochalla,43.028889,-89.410668,MMT,CFIT,0,,1,0,1,Fish Hatchery,2899,Ochalla
4179,4179,Verona E at Atticus,This stop (#4179) is northbound on the 4651 block of Verona E before Atticus,43.033406,-89.456329,MMT,CMAD,0,,3,0,1,Verona E,4651,Atticus
4187,4187,Todd at Pelham,This stop (#4187) is northbound on the 3101 block of Todd before Pelham,43.029668,-89.42488,MMT,CMAD,0,,3,0,1,Todd,3101,Pelham
4188,4188,Fish Hatchery at Traceway,This stop (#4188) is southbound on the 3100 block of Fish Hatchery after Traceway,43.023947,-89.415295,MMT,CFIT,0,,1,180,1,Fish Hatchery,3100,Traceway
4192,4192,Fish Hatchery at Emil,This stop (#4192) is southbound on the 2598 block of Fish Hatchery before Emil,43.036793,-89.405423,MMT,CMAD,0,,3,180,1,Fish Hatchery,2598,Emil
4193,4193,E Cheryl at Big Bluestem,This stop (#4193) is eastbound on the 5251 block of E Cheryl before Big Bluestem,43.00674,-89.403507,MMT,CFIT,0,,3,90,0,E Cheryl,5251,Big Bluestem
4194,4194,E Cheryl at Woods Hollow,This stop (#4194) is westbound on the 5460 block of E Cheryl before Woods Hollow,43.005014,-89.420033,MMT,CFIT,0,,3,270,1,E Cheryl,5460,Woods Hollow
4199,4199,Jenewein at Red Arrow,This stop (#4199) is eastbound on the 4601 block of Jenewein before Red Arrow,43.028912,-89.456376,MMT,CFIT,0,,3,90,1,Jenewein,4601,Red Arrow
4200,4200,Fitchrona at Target,This stop (#4200) is southbound on the 2901 block of Fitchrona adjacent Target,43.013488,-89.480827,MMT,CFIT,0,,2,180,1,Fitchrona,2901,Target
4201,4201,Fitchrona at Hy-Vee,This stop (#4201) is northbound on the 2900 block of Fitchrona adjacent Hy-Vee,43.013846,-89.480531,MMT,CFIT,0,,2,0,1,Fitchrona,2900,Hy-Vee
4206,4206,Red Arrow at Jenewein,This stop (#4206) is southbound on the 2298 block of Red Arrow before Jenewein,43.029154,-89.456438,MMT,CFIT,0,,3,180,1,Red Arrow,2298,Jenewein
4210,4210,Post at Leopold,This stop (#4210) is westbound on the 2600 block of Post after Leopold,43.026633,-89.423943,MMT,CMAD,0,,1,270,1,Post,2600,Leopold
4216,4216,Todd at Post,This stop (#4216) is southbound on the 3298 block of Todd before Post,43.026974,-89.42625,MMT,CMAD,0,,3,180,1,Todd,3298,Post
4219,4219,Todd at Beltline S,This stop (#4219) is northbound on the 2801 block of Todd before Beltline S,43.034153,-89.422808,MMT,CMAD,0,,3,0,1,Todd,2801,Beltline S
4224,4224,Greenway at Coho,This stop (#4224) is westbound on the 1998 block of Greenway before Coho,43.031029,-89.414468,MMT,CFIT,0,,3,270,0,Greenway,1998,Coho
4240,4240,McKee at Commerce Park,This stop (#4240) is westbound on the 6100 block of McKee after Commerce Park,43.015615,-89.467717,MMT,CFIT,0,,1,270,1,McKee,6100,Commerce Park
4245,4245,E Cheryl at Woods Hollow,This stop (#4245) is eastbound on the 5465 block of E Cheryl before Woods Hollow,43.004808,-89.420637,MMT,CFIT,0,,3,90,1,E Cheryl,5465,Woods Hollow
4253,4253,Lacy at E Cheryl,This stop (#4253) is eastbound on the 5099 block of Lacy after E Cheryl,43.006801,-89.39073,MMT,CFIT,0,,1,90,1,Lacy,5099,E Cheryl
4257,4257,Nakoma at Huron,This stop (#4257) is eastbound on the 3795 block of Nakoma after Huron,43.048539,-89.438332,MMT,CMAD,0,,1,90,1,Nakoma,3795,Huron
4261,4261,E Verona at S Main,This stop (#4261) is eastbound on the 101 block of E Verona after S Main,42.990502,-89.533087,MMT,CVER,0,,1,90,1,E Verona,101,S Main
4263,4263,Verona E at Britta,This stop (#4263) is northbound on the 4599 block of Verona E after Britta,43.035313,-89.453899,MMT,CMAD,0,,1,0,1,Verona E,4599,Britta
4295,4295,Red Arrow at Verona E,This stop (#4295) is northbound on the 2001 block of Red Arrow before Verona E,43.032475,-89.457735,MMT,CMAD,0,,3,0,1,Red Arrow,2001,Verona E
4310,4310,W Verona at Legion,This stop (#4310) is westbound on the 500 block of W Verona before Legion,42.989314,-89.540273,MMT,CVER,0,,3,270,1,W Verona,500,Legion
4325,4325,Coho at Post,This stop (#4325) is northbound on the 2999 block of Coho after Post,43.02717,-89.414789,MMT,CMAD,0,,1,0,1,Coho,2999,Post
4326,4326,Verona W at Summit,This stop (#4326) is southbound on the 4700 block of Verona W after Summit,43.035017,-89.457576,MMT,CMAD,0,,1,180,1,Verona W,4700,Summit
4343,4343,E Cheryl at No Oaks,This stop (#4343) is eastbound on the 5151 block of E Cheryl before No Oaks,43.007043,-89.395071,MMT,CFIT,0,,3,90,0,E Cheryl,5151,No Oaks
4346,4346,Nakoma at Waban,This stop (#4346) is westbound on the 4198 block of Nakoma before Waban,43.041232,-89.447486,MMT,CMAD,0,,3,270,0,Nakoma,4198,Waban
4347,4347,Nakoma at Seminole,This stop (#4347) is eastbound on the 4099 block of Nakoma after Seminole,43.044044,-89.443476,MMT,CMAD,0,,1,90,1,Nakoma,4099,Seminole
4350,4350,Chalet Gardens at Verona E,This stop (#4350) is westbound on the 2301 block of Chalet Gardens before Verona E,43.027863,-89.463642,MMT,CFIT,0,,3,270,1,Chalet Gardens,2301,Verona E
4354,4354,S Midvale at Nakoma,This stop (#4354) is southbound on the 1300 block of S Midvale after Nakoma,43.038564,-89.451408,MMT,CMAD,0,,1,180,1,S Midvale,1300,Nakoma
4368,4368,Verona at Highway Ramp,This stop (#4368) is southbound on the 4500 block of Verona after Highway Ramp,43.035913,-89.454368,MMT,CMAD,0,,1,180,1,Verona,4500,Highway Ramp
4373,4373,Greenway at Bryant,This stop (#4373) is eastbound on the 1801 block of Greenway before Bryant,43.031136,-89.410841,MMT,CFIT,0,,3,90,1,Greenway,1801,Bryant
4377,4377,Beltline S at Landmark,This stop (#4377) is eastbound on the 3099 block of Beltline S after Landmark,43.03469,-89.428335,MMT,CMAD,0,,1,90,1,Beltline S,3099,Landmark
